crane_type,crane_capacity_kg,boom_length_m,boom_angle_deg,lifting_radius_m,hook_height_m,load_type,load_weight_kg,load_area_m2,wind_speed_ms,gust_speed_ms,wind_direction_deg,temperature_c,humidity_percent,air_pressure_hpa,visibility_m,rain_mm,crane_tilt_deg,operator_experience_years,risk_score,safety_status
Mobile Crane,5000,46.9,58,35.7,39.5,Steel Pipe,1004,4.28,10.4,12.6,133,26.5,44,1002.6,1968,0.8,0.05,28,27.56,Safe
Rough Terrain Crane,7000,59.1,38,47.5,37.4,Wind Turbine Blade,3247,22.24,8.6,10.1,211,42.6,42,1028.6,627,1.4,0.1,5,40.13,Warning
Rough Terrain Crane,7000,33.0,46,19.9,22.0,Precast Wall,4299,9.85,9.2,9.9,150,19.2,72,1008.4,590,0.0,0.11,30,33.7,Safe
Rough Terrain Crane,7000,55.6,55,17.8,46.7,Steel Pipe,2273,5.63,3.6,4.1,184,37.5,29,1030.8,4966,1.3,0.29,24,15.64,Safe
Mobile Crane,5000,26.2,42,17.3,18.6,Glass Panel,325,10.27,4.2,5.8,340,29.7,66,1002.7,1927,1.4,0.26,15,18.63,Safe
Tower Crane,8000,77.9,56,57.3,63.4,Wind Turbine Blade,2493,27.75,4.1,4.9,8,29.0,98,1009.3,7956,0.0,0.05,19,27.14,Safe
Mobile Crane,5000,43.4,49,18.8,31.0,Shipping Container,2818,16.24,13.2,18.0,113,27.3,29,990.8,4855,3.9,0.21,8,44.11,Warning
Tower Crane,8000,55.1,66,30.0,52.0,Steel Pipe,505,3.06,4.6,5.7,85,38.4,57,992.2,7641,4.8,0.01,28,12.25,Safe
Rough Terrain Crane,7000,50.0,26,36.4,23.2,Wind Turbine Blade,2017,15.67,8.3,9.8,196,3.0,92,1015.0,7466,0.1,0.38,14,31.0,Safe
Mobile Crane,5000,35.5,25,14.6,13.4,Precast Wall,2504,8.72,5.5,6.7,24,18.1,74,1010.0,6266,2.1,0.34,18,25.18,Safe
Mobile Crane,5000,49.3,38,33.0,30.9,Shipping Container,3909,13.91,4.9,5.8,171,2.6,79,1034.7,9103,0.0,0.39,22,32.71,Safe
Mobile Crane,5000,37.7,57,27.8,32.4,Wind Turbine Blade,1755,28.12,4.1,4.5,104,24.5,66,1002.2,5197,0.0,0.08,2,31.1,Safe
Crawler Crane,12000,53.4,67,35.8,48.8,Shipping Container,2828,17.56,6.0,8.4,283,-2.2,90,1028.8,1674,0.0,0.36,25,26.24,Safe
Rough Terrain Crane,7000,54.5,57,28.4,45.6,Shipping Container,3741,14.27,3.1,4.3,115,16.6,71,994.7,1757,0.0,0.62,1,28.93,Safe
Mobile Crane,5000,30.6,38,15.2,20.6,Machinery,1346,3.94,5.9,6.3,13,40.8,97,1009.5,1899,3.1,0.27,17,21.12,Safe
Tower Crane,8000,71.2,27,43.8,33.2,Wind Turbine Blade,1997,17.96,7.8,8.4,207,14.5,69,1017.9,7915,1.0,0.28,7,29.6,Safe
Crawler Crane,12000,42.5,27,33.8,19.4,Steel Beam,2135,1.29,13.1,16.5,256,33.0,85,999.0,2543,0.0,0.86,20,34.05,Safe
Mobile Crane,5000,44.8,67,20.3,39.7,Shipping Container,2477,12.23,4.4,4.9,88,45.0,84,993.8,5840,0.0,0.41,23,23.89,Safe
Tower Crane,8000,52.7,46,41.5,36.5,Machinery,1963,5.35,2.3,2.9,181,25.9,81,1022.7,1956,4.2,0.45,20,18.7,Safe
Rough Terrain Crane,7000,47.2,63,35.2,40.2,Concrete Block,1896,2.04,4.1,5.1,35,26.7,38,1033.6,9398,0.0,0.16,8,19.57,Safe
Crawler Crane,12000,76.1,56,55.5,61.7,Precast Wall,3769,5.7,3.8,4.8,4,9.0,61,990.8,3367,1.2,0.02,16,20.86,Safe
Crawler Crane,12000,59.1,64,34.9,52.8,Steel Pipe,1518,2.94,8.3,10.6,103,-3.8,31,991.5,1025,0.0,0.15,13,23.29,Safe
Mobile Crane,5000,38.6,71,28.6,37.9,Glass Panel,823,6.38,0.9,1.0,330,39.7,31,1007.6,4052,2.4,0.37,4,16.13,Safe
Crawler Crane,12000,63.3,50,36.3,46.6,Concrete Block,2662,1.58,1.8,2.1,315,31.0,34,1004.1,6325,2.3,0.16,7,14.02,Safe
Tower Crane,8000,60.8,51,47.4,48.5,Steel Pipe,1902,2.97,4.9,6.5,294,9.6,44,1026.8,3765,0.0,0.32,24,20.14,Safe
Rough Terrain Crane,7000,29.5,31,18.7,14.0,Wind Turbine Blade,1652,25.75,6.7,9.2,137,6.2,62,1001.4,2613,0.0,0.62,14,31.84,Safe
Mobile Crane,5000,24.9,74,16.3,22.7,Precast Wall,3564,11.79,5.8,7.6,104,8.5,97,1007.5,3176,0.0,0.74,27,33.51,Safe
Rough Terrain Crane,7000,32.2,48,24.7,24.8,Glass Panel,540,12.35,0.8,1.0,340,36.0,83,1021.6,4789,2.1,0.2,28,12.3,Safe
Tower Crane,8000,59.4,50,31.3,46.6,Steel Beam,2819,3.26,6.0,8.4,156,12.7,98,997.5,5714,3.0,0.13,9,23.84,Safe
Crawler Crane,12000,68.8,72,54.1,65.2,Wind Turbine Blade,2108,17.5,16.7,19.3,301,7.0,86,1000.8,4709,7.3,0.6,18,44.88,Warning
Rough Terrain Crane,7000,39.7,25,30.8,17.4,Machinery,3351,3.5,6.2,7.7,72,42.5,85,1031.9,7350,0.0,0.7,20,27.9,Safe
Tower Crane,8000,75.1,54,49.5,62.6,Concrete Block,4040,2.23,7.4,8.2,261,12.3,31,996.8,514,0.0,0.03,17,28.57,Safe
Mobile Crane,5000,21.4,74,14.6,21.2,Steel Pipe,1885,5.71,9.4,12.9,66,21.4,91,1020.6,3715,1.3,0.47,14,32.6,Safe
Crawler Crane,12000,64.2,51,20.6,48.3,Steel Beam,1548,1.73,1.3,1.5,312,33.9,93,1031.4,1865,1.6,0.33,21,7.99,Safe
Rough Terrain Crane,7000,57.4,51,32.0,45.9,Steel Pipe,1527,3.69,5.1,5.8,352,5.5,31,1012.2,3482,0.0,0.78,2,22.25,Safe
Rough Terrain Crane,7000,48.2,28,38.7,21.4,Shipping Container,4352,13.67,5.5,6.2,272,-2.7,93,1035.0,8875,0.0,0.07,25,30.41,Safe
Crawler Crane,12000,51.3,54,24.1,42.4,Wind Turbine Blade,2778,18.11,3.5,4.0,173,36.0,29,1022.0,9281,0.6,0.19,29,17.31,Safe
Mobile Crane,5000,34.6,44,21.8,25.4,Wind Turbine Blade,1583,15.91,6.8,8.0,153,2.0,34,1013.9,7631,0.0,0.25,21,26.82,Safe
Tower Crane,8000,72.2,47,35.6,52.8,Steel Pipe,1230,4.32,6.7,9.4,189,27.8,27,1034.3,2163,0.0,0.15,18,20.03,Safe
Tower Crane,8000,51.6,71,35.7,50.4,Glass Panel,537,13.76,4.1,5.5,86,16.2,70,996.9,9180,1.8,0.4,28,16.93,Safe
Rough Terrain Crane,7000,45.0,27,35.2,22.3,Precast Wall,1909,5.03,7.3,9.4,356,17.4,81,1011.9,9667,0.0,0.44,4,27.56,Safe
Tower Crane,8000,61.3,60,22.0,51.2,Precast Wall,2394,11.75,4.4,5.0,10,-4.5,37,1008.6,6887,0.0,0.22,5,20.92,Safe
Tower Crane,8000,77.0,71,31.8,71.5,Concrete Block,2646,1.72,19.8,22.6,67,26.6,52,996.6,5006,0.0,0.7,30,41.14,Warning
Mobile Crane,5000,39.1,34,23.0,23.0,Steel Beam,2243,1.88,4.9,5.5,279,10.3,71,997.3,5396,0.0,0.09,15,22.16,Safe
Crawler Crane,12000,45.3,54,18.6,38.4,Concrete Block,3197,2.09,9.3,12.7,92,40.5,72,999.3,2775,0.0,0.1,7,26.39,Safe
Tower Crane,8000,78.1,47,28.7,55.5,Machinery,1903,6.85,8.5,11.6,325,21.6,81,1014.4,8466,0.3,0.53,2,26.36,Safe
Rough Terrain Crane,7000,35.9,49,20.4,26.1,Steel Beam,2056,1.33,7.3,8.4,162,37.1,73,1020.4,4557,1.1,0.01,27,20.9,Safe
Tower Crane,8000,79.5,26,47.3,33.8,Concrete Block,1448,1.24,1.5,1.8,265,44.4,62,1020.6,8865,1.3,0.1,14,10.98,Safe
Tower Crane,8000,65.4,44,22.4,44.3,Machinery,3953,6.75,4.2,5.7,247,20.2,59,1032.2,5120,2.4,0.29,12,22.86,Safe
Rough Terrain Crane,7000,35.0,40,17.1,22.7,Precast Wall,3166,9.51,2.7,3.1,197,19.0,34,1007.4,4193,1.3,0.74,10,23.12,Safe
Crawler Crane,12000,65.0,61,39.3,55.8,Concrete Block,4150,2.51,2.4,3.0,176,43.5,72,1001.2,5305,4.5,0.68,27,16.99,Safe
Crawler Crane,12000,50.0,28,38.0,22.6,Precast Wall,1402,6.49,6.0,6.8,111,41.6,77,1015.6,7222,1.1,0.44,3,23.02,Safe
Mobile Crane,5000,35.8,74,14.1,35.1,Precast Wall,3597,9.22,15.1,19.8,118,-3.1,72,992.0,7730,0.0,0.21,11,45.77,Warning
Rough Terrain Crane,7000,50.3,74,30.7,48.1,Concrete Block,2075,2.7,5.6,6.9,166,-3.5,37,1020.9,5957,2.1,0.17,20,20.6,Safe
Crawler Crane,12000,78.0,40,26.5,50.3,Precast Wall,4127,9.86,7.6,9.6,227,11.0,36,1008.1,4633,0.0,0.18,26,23.65,Safe
Rough Terrain Crane,7000,43.6,60,26.8,38.7,Glass Panel,827,9.7,5.6,7.5,80,38.1,27,1013.1,8497,1.7,0.03,29,17.37,Safe
Crawler Crane,12000,67.7,74,33.5,66.0,Steel Pipe,985,2.18,8.7,11.3,152,44.0,96,1020.8,4335,8.5,0.56,30,21.01,Safe
Crawler Crane,12000,45.4,63,13.9,40.4,Concrete Block,3093,1.87,11.2,13.6,2,21.1,74,997.9,3434,0.0,0.31,8,27.89,Safe
Mobile Crane,5000,28.0,47,9.8,21.7,Steel Beam,841,2.39,5.3,6.7,345,18.1,51,1018.7,7595,4.9,0.5,9,17.47,Safe
Tower Crane,8000,45.1,72,35.8,44.4,Steel Pipe,783,4.08,9.9,13.6,9,21.1,39,1020.6,7032,2.2,0.47,9,28.65,Safe
Rough Terrain Crane,7000,49.2,55,20.2,40.7,Wind Turbine Blade,2143,16.53,8.1,10.1,286,27.2,42,1006.3,8036,0.0,0.27,27,25.99,Safe
Crawler Crane,12000,74.3,25,62.3,30.5,Wind Turbine Blade,2173,21.77,9.8,12.5,115,38.2,81,1032.7,1596,6.5,0.05,12,36.36,Warning
Rough Terrain Crane,7000,51.6,66,28.0,47.4,Glass Panel,202,9.13,7.2,9.6,275,34.8,98,1022.1,1840,0.0,0.04,20,19.78,Safe
Mobile Crane,5000,20.5,37,11.8,12.7,Glass Panel,1036,9.0,4.5,5.9,118,3.5,67,1012.6,9474,2.2,0.6,30,17.8,Safe
Rough Terrain Crane,7000,25.5,72,9.6,22.5,Steel Pipe,1347,5.21,3.8,5.1,159,0.1,79,1024.8,6731,0.0,0.74,13,16.25,Safe
Crawler Crane,12000,56.9,44,32.9,40.6,Steel Beam,2452,1.82,8.0,9.0,300,36.8,62,1020.9,4755,1.3,0.25,23,21.6,Safe
Mobile Crane,5000,24.4,57,15.1,19.5,Steel Pipe,2282,3.6,5.3,5.9,217,-0.1,81,995.4,4389,2.1,0.08,20,23.55,Safe
Rough Terrain Crane,7000,26.5,60,10.8,23.0,Shipping Container,1780,13.48,5.5,7.2,66,30.8,60,993.3,6741,1.6,0.09,12,22.09,Safe
Rough Terrain Crane,7000,56.7,37,46.7,35.9,Wind Turbine Blade,2632,25.71,4.1,4.8,34,-4.6,73,997.4,8044,0.0,0.16,22,28.4,Safe
Crawler Crane,12000,60.9,52,38.4,46.6,Glass Panel,995,10.47,7.9,10.3,126,-1.7,64,1028.4,8416,4.2,0.43,13,24.6,Safe
Rough Terrain Crane,7000,58.2,71,42.4,56.3,Steel Beam,510,3.0,3.4,4.2,330,5.5,60,1015.3,2427,0.0,0.19,12,15.47,Safe
Rough Terrain Crane,7000,45.8,75,27.6,42.7,Shipping Container,2183,15.34,8.2,9.1,291,13.1,49,1031.8,3215,2.7,0.39,19,30.24,Safe
Tower Crane,8000,47.5,46,19.8,32.6,Steel Pipe,1211,5.37,4.6,5.9,176,-1.5,66,1032.9,5914,1.3,0.42,25,14.88,Safe
Mobile Crane,5000,33.5,58,24.5,29.9,Steel Pipe,552,5.37,6.9,9.3,209,42.3,70,992.5,7616,3.1,0.77,27,21.67,Safe
Mobile Crane,5000,35.4,69,20.9,32.0,Wind Turbine Blade,2351,23.05,9.8,12.2,200,5.1,35,1006.1,8464,3.4,0.26,4,39.87,Warning
Rough Terrain Crane,7000,40.5,54,18.6,34.6,Shipping Container,4339,16.04,6.5,6.9,98,11.8,73,992.8,4824,4.5,0.52,9,34.17,Safe
Rough Terrain Crane,7000,46.4,59,28.8,41.0,Steel Beam,704,1.77,14.4,19.4,243,26.1,44,1008.4,6482,0.6,0.03,15,31.5,Safe
Rough Terrain Crane,7000,39.2,65,19.9,35.8,Wind Turbine Blade,2648,24.19,3.7,5.0,285,34.8,97,1030.4,2807,4.5,0.35,18,27.19,Safe
Tower Crane,8000,40.1,53,31.0,32.0,Wind Turbine Blade,2847,23.16,12.9,17.5,178,14.8,66,1013.0,6703,5.4,0.13,18,43.28,Warning
Tower Crane,8000,46.3,52,19.7,36.4,Concrete Block,4777,2.95,11.0,14.1,41,27.9,75,1000.9,8570,0.0,0.44,15,34.44,Safe
Rough Terrain Crane,7000,31.3,49,9.5,25.3,Glass Panel,568,12.34,6.8,9.4,287,8.8,40,1024.8,8019,3.5,0.29,1,21.73,Safe
Rough Terrain Crane,7000,27.2,41,13.6,19.3,Machinery,3085,7.49,3.3,3.8,289,11.0,85,1032.7,6521,0.2,0.1,11,20.91,Safe
Mobile Crane,5000,31.4,52,17.0,23.8,Concrete Block,2342,2.75,5.2,7.2,234,-4.3,33,1017.8,8011,6.2,0.65,27,23.37,Safe
Crawler Crane,12000,57.3,29,31.8,29.5,Glass Panel,1145,10.18,4.1,5.3,269,29.7,57,1021.8,704,0.0,0.4,19,17.63,Safe
Crawler Crane,12000,60.0,38,40.2,38.4,Steel Pipe,1372,4.84,7.7,8.7,334,2.9,36,1033.6,9073,0.0,0.66,9,23.33,Safe
Tower Crane,8000,53.6,66,43.8,48.6,Concrete Block,4090,2.6,5.1,6.8,185,23.5,49,1032.6,1893,0.0,0.01,22,26.11,Safe
Mobile Crane,5000,32.3,42,13.3,22.2,Wind Turbine Blade,2974,17.78,5.5,6.0,310,41.4,73,1001.8,3685,4.3,0.46,20,30.66,Safe
Mobile Crane,5000,24.4,69,9.0,23.6,Machinery,1071,3.7,8.6,11.2,48,37.3,67,1002.9,9041,5.0,0.01,3,23.96,Safe
Rough Terrain Crane,7000,58.8,62,41.4,52.6,Machinery,1403,2.24,0.6,0.7,18,17.4,80,1015.9,4913,5.3,0.17,5,14.25,Safe
Tower Crane,8000,57.8,25,38.7,22.8,Steel Pipe,2191,4.81,7.0,9.3,230,41.1,75,997.3,8791,7.5,0.08,28,22.8,Safe
Tower Crane,8000,61.2,65,32.1,56.5,Steel Beam,1201,1.02,10.8,14.1,64,39.9,79,1014.9,7514,5.1,0.29,2,28.16,Safe
Crawler Crane,12000,81.2,25,56.6,35.8,Precast Wall,2433,10.86,13.9,16.8,31,16.7,96,1006.9,6700,2.8,0.71,17,37.47,Warning
Rough Terrain Crane,7000,31.1,44,13.0,22.2,Concrete Block,4273,2.32,1.4,1.6,48,9.8,27,1014.2,9484,4.1,0.4,6,20.21,Safe
Rough Terrain Crane,7000,51.3,34,36.1,28.1,Machinery,3492,7.45,8.8,10.5,18,17.2,46,998.9,4839,2.6,0.18,10,34.07,Safe
Tower Crane,8000,65.4,70,28.8,61.4,Steel Pipe,347,3.26,3.9,5.3,233,43.9,84,1017.7,9078,0.0,0.66,27,10.68,Safe
Crawler Crane,12000,62.7,71,25.8,59.6,Steel Pipe,1948,2.8,5.7,6.4,188,4.0,95,1019.0,6465,0.0,0.48,28,15.05,Safe
Tower Crane,8000,65.7,33,54.8,36.1,Shipping Container,2856,10.7,2.2,2.6,85,21.8,75,1010.5,3547,9.0,0.76,24,23.53,Safe
Rough Terrain Crane,7000,46.7,49,34.2,36.4,Steel Pipe,588,5.28,8.8,11.8,25,-1.4,89,1000.5,4837,6.1,0.46,9,27.2,Safe
Mobile Crane,5000,21.9,56,14.1,19.6,Steel Beam,2585,1.65,14.4,17.6,10,42.5,93,1017.6,608,1.4,0.27,11,41.84,Warning
Mobile Crane,5000,34.9,64,28.8,32.2,Machinery,1065,5.66,6.0,7.1,183,2.6,62,1004.0,5224,0.0,0.13,30,20.84,Safe
Tower Crane,8000,55.3,69,42.0,52.1,Precast Wall,2785,8.79,6.6,8.0,301,38.2,98,1029.6,3981,3.5,0.61,5,30.69,Safe
Mobile Crane,5000,48.0,58,22.3,39.2,Machinery,860,2.11,7.8,8.5,187,29.9,97,1023.0,6852,5.9,0.05,20,19.72,Safe
Mobile Crane,5000,40.3,42,13.9,27.0,Glass Panel,379,13.37,2.8,3.8,285,40.5,56,1009.2,5799,0.1,0.11,19,12.39,Safe
Crawler Crane,12000,55.8,39,28.3,33.8,Steel Pipe,1116,3.79,10.4,13.5,37,44.8,83,1021.3,9275,0.4,0.27,19,23.42,Safe
Mobile Crane,5000,34.9,27,14.2,16.0,Shipping Container,3101,11.07,11.0,12.0,258,21.0,46,1017.2,3884,0.0,0.32,22,36.22,Warning
Tower Crane,8000,72.1,42,33.9,50.0,Steel Pipe,2216,5.85,4.0,5.0,122,37.2,67,1023.3,3485,0.6,0.44,13,19.28,Safe
Tower Crane,8000,51.3,43,37.3,36.3,Shipping Container,2940,15.39,6.6,8.7,64,21.4,54,1016.4,1071,0.0,0.02,19,29.7,Safe
Tower Crane,8000,46.2,66,19.8,41.7,Glass Panel,515,13.43,3.5,4.7,226,41.6,37,996.6,5444,4.4,0.49,19,15.84,Safe
Rough Terrain Crane,7000,41.9,56,27.0,36.4,Wind Turbine Blade,2550,20.37,4.0,4.6,186,36.1,26,1032.6,2688,2.4,0.31,17,26.96,Safe
Crawler Crane,12000,51.9,25,24.1,21.1,Steel Pipe,914,3.1,11.1,12.7,184,2.9,30,1000.3,5223,0.0,0.06,18,23.32,Safe
Tower Crane,8000,78.3,40,57.2,49.3,Machinery,2005,7.9,9.8,13.0,274,36.8,79,1018.8,5748,0.0,0.44,26,29.31,Safe
Crawler Crane,12000,79.3,59,62.8,68.6,Machinery,1560,2.53,5.1,6.4,233,29.8,67,1011.5,6940,4.5,0.15,16,18.97,Safe
Rough Terrain Crane,7000,25.9,36,18.7,16.3,Steel Pipe,506,5.41,4.5,4.8,147,4.7,31,1004.3,4942,1.8,0.46,17,17.4,Safe
Tower Crane,8000,77.8,55,30.4,65.5,Precast Wall,4276,8.88,6.1,8.2,286,10.6,34,1023.6,1282,0.0,0.03,12,27.77,Safe
Rough Terrain Crane,7000,44.5,73,16.7,44.4,Wind Turbine Blade,3427,25.91,6.9,7.4,243,7.6,67,1026.3,9786,3.6,0.17,17,31.46,Safe
Rough Terrain Crane,7000,41.1,48,19.9,29.1,Glass Panel,1070,10.53,5.8,6.7,94,42.1,27,1021.0,1995,0.0,0.31,15,20.81,Safe
Mobile Crane,5000,34.9,48,23.3,27.0,Machinery,2873,5.38,8.7,10.9,158,3.6,98,1007.4,4256,0.0,0.04,15,33.2,Safe
Crawler Crane,12000,45.1,69,15.6,40.5,Shipping Container,1945,11.98,9.9,11.5,59,0.4,85,999.1,4784,5.7,0.7,30,25.7,Safe
Rough Terrain Crane,7000,40.1,36,30.8,24.2,Steel Beam,1217,1.28,6.8,7.8,156,1.5,93,1017.5,4338,0.0,0.54,21,21.78,Safe
Crawler Crane,12000,89.3,53,43.1,70.4,Glass Panel,676,8.24,1.3,1.4,249,27.7,94,1034.6,769,0.2,0.27,13,11.34,Safe
Mobile Crane,5000,42.3,26,26.7,17.1,Precast Wall,2379,5.71,7.9,9.8,172,31.5,70,996.7,4079,0.4,0.01,2,31.59,Safe
Crawler Crane,12000,57.7,66,48.3,51.1,Steel Pipe,960,3.2,1.8,2.3,106,19.0,29,1016.1,7063,7.4,0.29,9,15.07,Safe
Tower Crane,8000,46.7,62,38.2,40.8,Concrete Block,3440,2.78,3.0,3.3,71,24.0,100,1010.2,4865,2.9,0.14,28,20.06,Safe
Mobile Crane,5000,32.8,42,11.9,20.2,Concrete Block,2851,2.37,5.3,6.0,129,27.8,75,990.7,9032,1.4,0.18,1,24.96,Safe
Tower Crane,8000,44.9,31,25.7,23.2,Precast Wall,1368,8.71,9.1,10.3,106,35.3,53,1022.0,7859,0.6,0.23,20,24.62,Safe
Mobile Crane,5000,23.2,61,7.5,21.1,Precast Wall,4193,9.42,3.6,4.4,41,20.6,74,991.5,8218,1.0,0.37,4,29.83,Safe
Crawler Crane,12000,66.6,65,51.6,60.9,Concrete Block,2494,2.81,5.0,6.5,94,-3.4,38,991.3,8180,0.0,0.17,22,18.6,Safe
Mobile Crane,5000,43.3,68,21.6,39.6,Glass Panel,1094,12.06,4.6,6.3,12,16.8,35,997.2,8717,0.0,0.0,20,18.37,Safe
Tower Crane,8000,56.5,62,26.2,48.9,Wind Turbine Blade,1992,26.16,3.0,3.5,11,22.0,89,1027.0,607,3.0,0.27,7,25.1,Safe
Tower Crane,8000,79.0,60,42.0,70.0,Steel Beam,2879,2.95,5.9,7.0,197,16.7,32,1027.9,6499,0.0,0.05,13,21.88,Safe
Mobile Crane,5000,27.6,46,13.4,19.9,Concrete Block,3793,1.1,9.3,9.9,78,23.4,89,1006.3,5669,0.8,0.26,18,33.89,Safe
Crawler Crane,12000,44.7,40,35.2,30.6,Precast Wall,4316,6.12,4.1,4.8,129,35.1,92,1027.4,5128,5.1,0.35,8,25.11,Safe
Tower Crane,8000,76.9,34,31.2,44.9,Steel Pipe,1729,4.43,5.5,6.9,79,19.3,76,1019.9,7424,5.2,0.46,6,20.41,Safe
Tower Crane,8000,56.4,69,31.7,51.9,Machinery,2149,6.55,12.6,16.9,2,11.5,85,1014.9,2389,5.5,0.02,15,34.36,Safe
Rough Terrain Crane,7000,32.5,63,9.9,29.4,Steel Pipe,437,5.67,6.5,7.1,260,9.0,98,1006.6,9258,6.8,0.16,25,14.25,Safe
Tower Crane,8000,56.1,74,46.1,55.7,Machinery,3245,6.94,5.0,6.7,299,16.4,36,1032.9,9094,0.9,0.12,16,25.21,Safe
Tower Crane,8000,65.0,55,40.8,53.4,Shipping Container,2281,17.11,6.0,6.5,223,43.3,27,1025.5,6579,0.0,0.22,17,25.8,Safe
Rough Terrain Crane,7000,56.7,46,44.2,38.9,Machinery,2866,2.57,2.9,3.7,296,27.4,38,997.0,6552,0.0,0.31,4,22.48,Safe
Crawler Crane,12000,63.9,38,37.2,40.9,Concrete Block,2474,2.08,5.7,7.0,291,-1.9,41,1013.7,2066,2.9,0.57,24,19.76,Safe
Tower Crane,8000,50.3,71,36.3,49.4,Steel Beam,2953,2.39,4.5,5.8,341,44.3,100,998.9,6944,0.0,0.12,30,19.23,Safe
Mobile Crane,5000,29.6,44,23.4,22.4,Steel Pipe,371,5.0,8.1,10.1,127,37.7,51,1033.8,3359,0.1,0.47,13,24.86,Safe
Tower Crane,8000,62.2,71,19.0,57.5,Precast Wall,1740,10.39,5.1,6.3,188,15.1,67,1008.2,6529,3.3,0.16,10,19.27,Safe
Rough Terrain Crane,7000,51.2,28,19.0,26.0,Wind Turbine Blade,1945,28.35,7.6,10.0,310,11.8,30,990.5,4640,0.0,0.03,18,29.78,Safe
Tower Crane,8000,56.3,47,34.0,42.0,Concrete Block,4849,1.83,3.6,5.0,333,40.3,35,1009.5,3713,0.0,0.03,20,23.18,Safe
Mobile Crane,5000,23.0,54,10.0,19.6,Steel Beam,2575,2.21,7.3,9.2,319,19.1,81,1021.2,5413,0.2,0.07,27,24.42,Safe
Mobile Crane,5000,30.5,66,11.2,28.2,Shipping Container,3892,10.42,6.9,7.3,310,40.3,78,1017.6,6540,0.0,0.15,20,31.57,Safe
Rough Terrain Crane,7000,35.7,66,29.1,31.9,Concrete Block,3168,1.98,2.0,2.4,54,36.8,90,1005.6,5150,0.0,0.26,30,18.22,Safe
Mobile Crane,5000,28.8,62,11.5,24.0,Concrete Block,2006,1.59,4.9,6.1,28,3.6,78,999.8,8701,2.7,0.29,29,17.59,Safe
Mobile Crane,5000,25.4,28,10.2,12.4,Glass Panel,531,7.86,6.0,7.6,62,0.3,55,1024.3,1707,0.0,0.14,15,18.37,Safe
Crawler Crane,12000,58.1,56,44.8,48.4,Shipping Container,3777,12.62,2.7,3.7,99,5.5,39,1008.7,7847,2.6,0.3,18,21.62,Safe
Rough Terrain Crane,7000,58.3,28,28.2,28.3,Steel Beam,2502,1.85,11.9,13.3,121,23.9,99,1023.2,9249,3.5,0.06,24,28.7,Safe
Tower Crane,8000,64.7,54,31.7,51.5,Glass Panel,945,7.78,1.7,2.0,290,42.5,98,1018.1,8699,0.0,0.58,26,10.4,Safe
Rough Terrain Crane,7000,25.2,50,9.3,19.4,Machinery,3271,3.5,8.5,9.6,193,20.2,53,992.0,2274,0.0,0.48,24,26.86,Safe
Rough Terrain Crane,7000,51.0,51,23.1,39.2,Wind Turbine Blade,2544,26.89,6.0,7.7,126,12.2,87,1020.3,4412,0.4,0.09,26,28.15,Safe
Tower Crane,8000,78.4,61,56.9,69.7,Shipping Container,4446,17.66,4.7,5.1,126,43.5,36,1021.3,1115,2.1,0.1,17,31.45,Safe
Rough Terrain Crane,7000,35.5,40,17.4,22.9,Precast Wall,3264,11.69,10.4,11.7,173,42.0,61,1024.2,8065,2.3,0.07,23,32.1,Safe
Mobile Crane,5000,43.0,68,22.4,40.2,Steel Beam,1389,1.96,4.0,4.7,262,23.0,30,1019.0,4078,1.6,0.33,7,19.05,Safe
Mobile Crane,5000,29.6,56,14.5,26.4,Steel Pipe,2288,5.26,8.7,11.0,22,10.3,47,1026.3,3126,1.5,0.04,10,30.28,Safe
Crawler Crane,12000,79.2,67,46.5,71.1,Glass Panel,931,13.55,9.2,12.2,66,42.5,59,991.4,4755,5.6,0.47,21,27.16,Safe
Tower Crane,8000,74.3,55,45.7,60.8,Machinery,3213,7.57,2.4,2.6,268,44.6,74,1015.1,7619,0.0,0.12,16,18.86,Safe
Tower Crane,8000,50.2,61,17.2,43.6,Wind Turbine Blade,2640,29.21,8.4,11.3,45,13.2,98,1015.0,5845,1.8,0.53,4,35.63,Warning
Tower Crane,8000,78.7,65,28.0,73.3,Steel Pipe,910,3.44,2.9,3.2,142,-4.0,34,1011.8,5950,7.1,0.4,17,11.89,Safe
Mobile Crane,5000,22.1,31,14.3,10.8,Machinery,1407,7.51,9.1,10.5,200,2.6,31,1017.4,6121,0.0,0.15,21,27.16,Safe
Tower Crane,8000,75.8,53,57.6,60.2,Wind Turbine Blade,2136,28.69,11.7,12.4,227,1.5,51,1033.2,3000,7.6,0.46,11,42.84,Warning
Crawler Crane,12000,80.1,53,63.5,62.6,Shipping Container,3606,12.56,11.5,14.6,52,2.0,68,1011.1,6277,1.4,0.42,12,37.22,Warning
Tower Crane,8000,65.5,58,33.8,53.8,Precast Wall,4345,10.26,4.2,4.9,311,34.5,41,1021.3,6814,5.0,0.42,23,25.17,Safe
Mobile Crane,5000,22.1,55,18.0,17.9,Precast Wall,3009,5.58,5.1,6.2,308,41.9,55,991.5,955,0.9,0.5,13,31.56,Safe
Tower Crane,8000,65.4,56,38.9,54.7,Steel Pipe,1552,3.02,9.2,12.5,44,28.2,86,1024.8,1096,2.0,0.31,8,27.91,Safe
Tower Crane,8000,48.1,71,33.4,45.4,Glass Panel,1033,10.77,7.9,8.6,284,34.0,51,1028.8,1214,0.0,0.51,4,27.99,Safe
